run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;6060856482;3454030472;565353353;74616191;3.00;1389.80;11152.00;8.80;5.40;85.60;0.00;.13;86.11;0.77;0.79;1.54;3.00;3.00
2;6441450011;3871888771;616878811;83463375;1.00;1786.20;11583.40;14.00;8.20;77.60;0.00;.20;77.68;1.20;0.91;1.53;1.00;2.00
3;6882033137;4257650191;644526471;82200543;1.40;1715.60;11339.80;12.80;7.80;79.20;0.00;.06;88.94;1.06;0.97;1.50;1.40;1.80
4;6791973532;4324646836;618606465;82497176;7.80;1808.40;11487.00;13.80;7.20;78.60;0.00;.26;84.06;1.31;1.06;1.49;7.80;1.20
5;7257933500;4566477714;633142170;85085299;2.00;1757.00;11557.40;11.60;6.80;81.40;0.00;.16;86.15;1.00;1.03;1.45;2.00;1.20
6;6736947380;4778354851;624721735;84982150;3.20;1479.80;9591.60;10.00;6.00;83.60;0.00;.16;80.45;1.38;1.29;1.51;3.20;1.20
7;6793014050;5027346629;603573110;80549108;1.00;1785.80;10172.60;14.20;7.60;78.20;0.00;.19;79.71;0.69;1.17;1.45;1.00;1.20
8;7506667241;5910624282;627848824;86519741;4.80;1605.20;9521.20;13.00;6.80;80.00;0.00;.19;79.15;0.66;1.07;1.40;4.80;1.20
9;7138313610;5545928938;609049779;79817906;1.40;1310.80;9031.80;8.80;5.80;85.20;0.00;.20;83.21;2.18;1.48;1.52;1.40;1.20
10;7933792949;6414737360;633106939;84977435;2.80;1173.00;8609.80;7.60;5.00;86.80;0.00;.16;81.32;0.84;1.23;1.43;2.80;1.40
