run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41601535935;40960799133;1376783211;248839060;3.00;7996.20;126746.60;13.40;19.20;67.20;0.00;.37;67.02;1.55;2.00;2.13;3.00;1.00
2;40361422967;40614716266;1305966736;233680262;5.60;7042.40;96821.00;12.60;18.80;68.40;0.00;.30;69.74;2.11;2.11;2.16;5.60;1.20
3;39929828468;40387036339;1294765831;234579236;4.20;7321.40;105654.60;12.60;19.40;67.40;0.00;.34;68.24;2.09;2.09;2.15;4.20;1.20
4;38739176009;40072477138;1254105160;221541520;2.00;6629.20;89731.20;12.40;18.80;68.40;0.00;.33;68.54;2.08;2.07;2.14;2.00;1.00
5;41532214931;41144167724;1352917551;243748153;4.40;7474.20;112285.00;12.20;19.20;68.20;0.00;.26;68.59;1.99;2.08;2.14;4.40;1.00
6;37343936659;39446358963;1181421827;211112353;3.40;7240.20;106203.40;12.80;19.60;67.40;0.00;.34;67.76;1.94;2.07;2.13;3.40;1.40
7;42117385990;41601707768;1375122709;248049585;2.80;7740.40;122771.00;13.00;19.40;67.20;0.00;.30;68.65;2.62;2.28;2.20;2.80;1.20
8;40492009729;40880249449;1296024027;236213882;6.80;7648.40;117858.20;13.60;18.60;67.60;0.00;.23;69.26;2.18;2.23;2.19;6.80;1.00
9;40752043317;41152770966;1309920157;238875688;2.40;7881.80;124727.00;13.40;19.60;66.80;0.00;.30;68.60;2.40;2.34;2.24;2.40;1.00
10;41940470449;41693765911;1352948878;246325344;2.20;7794.40;121996.80;13.40;19.40;67.20;0.00;.23;68.61;2.62;2.41;2.26;2.20;1.00
