run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.49;0;12850012;65648;2105160;0;0;2223;12548
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12860620;65744;2106672;0;0;2193;12576
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12871488;65840;2108176;0;0;2188;12580
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12874972;65992;2110160;0;0;2193;12573
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12893712;66112;2111408;0;0;2176;12589
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12858488;66216;2112980;0;0;2206;12557
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12885748;66312;2114584;0;0;2178;12583
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12854244;66408;2116020;0;0;2208;12552
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12862652;66552;2117716;0;0;2197;12561
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12865292;66672;2119812;0;0;2193;12563
