run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.7;8;7,50;17,12;15,50;14,50;17,88;enp0s31f6;691;730
2;112;93.7;8;8,75;15,75;15,62;14,62;19,62;enp0s31f6;477;526
3;111;93.3;8;7,50;14,88;15,38;14,25;16,75;enp0s31f6;494;563
4;89.0;74.7;8;10,00;15,00;14,88;14,38;16,12;enp0s31f6;652;730
5;112;93.9;8;7,50;14,75;15,25;14,50;16,62;enp0s31f6;458;503
6;112;93.8;8;3,75;15,12;15,12;14,50;17,88;enp0s31f6;673;759
7;112;93.6;8;11,25;15,75;15,12;14,50;17,12;enp0s31f6;631;696
8;112;93.6;8;8,75;14,88;15,12;14,50;16,38;enp0s31f6;549;626
9;110;92.6;8;8,75;17,12;15,12;14,50;17,75;enp0s31f6;558;623
10;111;92.8;8;7,50;14,88;15,00;14,50;15,88;enp0s31f6;497;583
