run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;110;92.2;8;10,00;14,38;14,75;13,50;18,00;enp0s31f6;574;677
2;107;89.5;8;7,50;14,38;15,50;13,75;18,38;enp0s31f6;593;697
3;110;92.2;8;11,25;14,62;14,50;13,38;15,25;enp0s31f6;576;685
4;101;84.4;8;8,75;14,12;14,38;13,12;15,62;enp0s31f6;825;910
5;111;92.8;8;8,75;14,25;14,75;13,88;16,50;enp0s31f6;568;662
6;110;92.5;8;5,00;14,25;14,50;13,38;16,00;enp0s31f6;464;520
7;108;90.9;8;6,25;14,62;15,50;13,62;18,38;enp0s31f6;706;808
8;105;88.2;8;3,75;14,12;14,62;13,62;16,38;enp0s31f6;436;521
9;110;92.3;8;5,00;14,38;14,62;13,50;17,50;enp0s31f6;504;567
10;103;86.8;8;5,00;14,12;14,62;12,88;17,12;enp0s31f6;753;868
