run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;188;158;8;2,50;16,88;15,75;14,38;18,88;enp6s18;3414;3937
2;192;161;8;2,50;14,50;14,62;14,25;15,75;enp6s18;2034;2318
3;194;163;8;1,25;14,38;15,00;14,12;16,75;enp6s18;2847;3252
4;125;105;8;3,75;15,62;15,25;14,25;18,62;enp6s18;4014;4666
5;192;161;8;6,25;15,88;15,12;14,25;17,00;enp6s18;3;0
6;193;162;8;3,75;14,00;14,88;13,75;16,12;enp6s18;8869;10204
7;187;157;8;5,00;15,12;15,12;13,50;17,50;enp6s18;1;0
8;186;156;8;7,50;14,62;14,62;14,25;16,00;enp6s18;9116;10445
9;177;148;8;7,50;14,62;14,88;14,12;16,12;enp6s18;1261;1467
10;191;160;8;7,50;14,75;14,62;14,25;16,25;enp6s18;1037;1208
