run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.09;0;15378272;33436;454564;0;0;746;15095
2;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.08;0;15461584;33476;454616;0;0;743;15098
3;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15448588;33508;454604;0;0;744;15097
4;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15448420;33540;454632;0;0;756;15085
5;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.08;0;15460460;33580;454628;0;0;744;15097
6;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.07;0;15474076;33620;454588;0;0;731;15110
7;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.08;0;15464848;33660;454584;0;0;740;15101
8;0,000000;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.09;0;15464732;33692;454596;0;0;739;15102
9;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15465456;33732;454608;0;0;739;15102
10;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.05;0;15461288;33772;454608;0;0;743;15098
