run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;6103564409;2222906922;426482980;26395258;1.00;4326.40;9072.20;5.60;2.00;92.40;0.00;.03;95.84;0.00;0.03;0.64;1.00;1.00
2;6260892697;2240927568;456416822;23450310;1.00;4443.40;9425.60;5.20;2.20;92.40;0.00;0;94.80;0.48;0.13;0.64;1.00;1.00
3;5882742816;2078679847;416717567;22752047;3.20;4339.60;8786.60;5.00;2.40;92.40;0.00;0;95.64;0.20;0.11;0.61;3.20;1.00
4;5724946580;2153838045;437145735;22865812;1.00;4373.80;9031.40;4.80;1.80;93.20;0.00;0;95.19;0.17;0.12;0.58;1.00;1.00
5;6486555237;2366619516;479876507;23992725;1.00;4501.80;9235.60;4.80;2.20;92.80;0.00;0;95.51;0.39;0.17;0.57;1.00;1.00
6;6558310878;2385717166;478133913;24031040;2.00;4636.40;9200.00;5.00;2.00;92.80;0.00;0;94.94;0.41;0.23;0.57;2.00;1.00
7;6401327014;2340641192;470942616;23951087;1.00;4702.00;8935.40;5.40;2.40;92.40;0.00;0;95.18;0.33;0.25;0.55;1.00;1.00
8;6345571294;2280959812;456594540;22807545;1.00;4661.60;8424.60;5.00;2.20;92.60;0.00;0;95.67;0.42;0.29;0.55;1.00;1.00
9;6386545538;2341906800;484836597;23679258;1.00;4580.20;7780.80;4.60;2.40;92.80;0.00;0;95.34;0.31;0.27;0.53;1.00;1.00
10;5649034268;2138812560;440009296;21835661;1.40;4178.80;7957.20;4.80;2.20;93.20;0.00;0;95.53;0.44;0.33;0.53;1.40;1.20
