run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;15493644;29404;445736;0;0;726;15124
2;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.07;0;15480988;29460;445788;0;0;733;15117
3;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.09;0;15428280;29516;445808;0;0;779;15070
4;0,000000;1;1024KiB;128MiB;128;0.0079;0.04;0.06;1.10;0;15471032;29572;445800;0;0;735;15115
5;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;15457248;29620;445816;0;0;754;15096
6;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15452052;29676;445816;0;0;761;15088
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;14689908;29724;445880;0;0;1506;14344
8;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;15459356;29772;445892;0;0;760;15089
9;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.05;0;15429244;29812;445892;0;0;836;15013
10;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.04;0;15425904;29860;445940;0;0;790;15059
