run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;82.1;68.9;8;10,00;14,88;15,38;14,38;18,38;enp6s18;10628;11960
2;81.4;68.3;8;3,75;14,25;15,00;13,88;17,75;enp6s18;9667;11019
3;80.6;67.6;8;6,25;14,88;15,50;14,25;18,75;enp6s18;10249;11843
4;80.9;67.8;8;3,75;15,00;15,00;14,25;16,00;enp6s18;12142;13796
5;81.3;68.2;8;1,25;14,88;14,88;13,88;16,38;enp6s18;10734;12180
6;89.4;75.0;8;3,75;14,62;15,50;14,38;18,12;enp6s18;22;22
7;109;91.1;8;7,50;17,12;16,25;14,00;20,50;enp6s18;7666;8852
8;80.5;67.5;8;3,75;15,25;15,62;14,12;18,50;enp6s18;12697;14454
9;81.7;68.5;8;1,25;15,12;14,88;13,88;16,50;enp6s18;11359;13428
10;85.2;71.4;8;2,50;15,25;15,25;14,12;17,25;enp6s18;7973;9208
