run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.6;8;10,00;15,00;15,88;14,62;18,75;enp0s31f6;1387;1353
2;109;91.8;8;6,25;15,00;15,38;14,75;17,38;enp0s31f6;1693;1665
3;109;91.5;8;8,75;16,62;15,88;14,62;19,12;enp0s31f6;1389;1318
4;108;90.7;8;8,75;15,12;15,50;14,25;17,50;enp0s31f6;2221;2234
5;110;91.9;8;5,00;16,38;15,88;14,25;19,50;enp0s31f6;2834;2831
6;110;91.9;8;3,75;15,12;15,38;14,75;17,88;enp0s31f6;2613;2576
7;109;91.3;8;11,25;15,25;15,00;14,50;16,00;enp0s31f6;1711;1708
8;109;91.4;8;8,75;16,88;15,38;14,62;17,62;enp0s31f6;2136;2150
9;109;91.8;8;8,75;15,00;15,25;14,38;17,50;enp0s31f6;2313;2308
10;112;94.2;8;8,75;15,62;15,25;14,75;17,75;enp0s31f6;0;0
