run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;196;165;8;1,25;15,00;14,88;13,25;16,88;enp6s18;1746;2003
2;255;214;8;5,00;14,88;15,00;14,00;17,38;enp6s18;1034;1210
3;210;176;8;2,50;14,62;14,88;12,88;18,62;enp6s18;1706;2067
4;178;150;8;5,00;15,88;15,12;13,62;18,12;enp6s18;153;190
5;210;176;8;10,00;14,62;14,50;13,00;17,25;enp6s18;2835;3465
6;154;129;8;3,75;15,00;15,00;13,12;17,25;enp6s18;994;1224
7;215;181;8;3,75;14,38;15,12;13,75;17,75;enp6s18;4564;5442
8;165;138;8;6,25;14,25;14,62;13,00;17,00;enp6s18;72;82
9;133;112;8;3,75;14,75;14,50;13,38;16,88;enp6s18;569;747
10;149;125;8;7,50;14,12;15,12;13,75;18,25;enp6s18;813;1121
