run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13900044;35704;1855148;0;0;1463;13572
2;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.27;0;13887536;35800;1856164;0;0;1474;13560
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.10;0;13882724;35952;1857744;0;0;1476;13557
4;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;13890220;36112;1859060;0;0;1467;13564
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13903392;36232;1860316;0;0;1453;13576
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13815984;36344;1861548;0;0;1537;13491
7;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13815376;36440;1862596;0;0;1536;13491
8;0,000016;1;1024KiB;128MiB;128;0.0069;0.04;0.05;0.58;0;13808792;36680;1864108;0;0;1523;13503
9;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.09;0;13898276;36784;1865312;0;0;1452;13572
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13885552;36896;1866440;0;0;1464;13559
