run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.1;8;10,00;14,62;15,12;13,88;17,00;enp0s31f6;325;306
2;112;93.7;8;6,25;14,50;14,75;13,38;17,12;enp0s31f6;348;330
3;95.6;80.2;8;5,00;14,62;14,50;14,12;15,75;enp0s31f6;316;302
4;112;94.2;8;3,75;15,62;15,50;13,88;20,38;enp0s31f6;295;277
5;112;93.8;8;5,00;14,62;14,75;14,12;16,12;enp0s31f6;203;184
6;112;94.1;8;3,75;14,25;15,12;13,50;17,62;enp0s31f6;253;240
7;112;94.3;8;6,25;14,50;14,88;14,12;17,75;enp0s31f6;198;189
8;113;94.7;8;10,00;15,75;14,88;14,12;16,88;enp0s31f6;301;286
9;112;94.1;8;5,00;16,62;15,88;13,88;20,50;enp0s31f6;387;366
10;112;93.9;8;6,25;15,25;15,12;14,00;17,12;enp0s31f6;0;0
