run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;23742328373;13164261178;2216131552;316182975;1.80;4365.20;26688.60;31.20;11.60;56.60;0.00;.50;52.63;3.34;3.45;3.01;1.80;3.80
2;25135490439;16479600926;2237231142;323701208;6.00;3939.00;22541.80;32.60;11.60;55.60;0.00;.50;49.23;6.24;4.23;3.30;6.00;1.40
3;26337241615;21216139761;2179298311;318107464;8.80;4039.20;25879.80;33.20;9.80;56.60;0.00;.46;52.13;6.03;4.46;3.43;8.80;2.80
4;27852691952;25090888785;2194008383;336298989;2.80;3895.40;24593.00;34.00;10.00;55.60;0.00;.46;46.93;5.52;4.56;3.53;2.80;1.80
5;28848529226;29526077075;2148527930;342009122;5.40;4045.60;25924.40;36.80;10.80;51.60;0.00;.33;49.91;6.58;5.08;3.81;5.40;5.20
6;33363290296;38097635027;2302544949;378126462;1.00;3985.80;24939.20;37.00;9.20;53.40;0.00;.49;47.51;6.18;5.38;4.04;1.00;6.60
7;33710900044;38877209013;2314543607;380335563;4.20;3828.40;25819.20;33.00;8.80;57.40;0.00;.33;49.74;5.95;5.33;4.10;4.20;2.60
8;34147142091;41709853046;2282122010;378873152;5.60;4598.00;31648.00;39.40;9.80;50.20;0.00;.39;46.12;5.93;5.48;4.23;5.60;2.80
9;36916278126;49834321306;2283654281;399357036;4.40;4417.80;34321.00;36.20;8.20;55.00;0.00;.46;51.25;4.07;4.89;4.13;4.40;3.00
10;36701964185;51241150960;2250317981;392390339;5.00;4009.40;24880.20;39.80;8.80;50.80;0.00;.43;46.99;5.15;5.06;4.24;5.00;1.20
