run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;14373144;23668;1307628;0;0;1505;14052
2;0,000016;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.57;0;14277556;23772;1312732;0;0;1588;13965
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14220364;23876;1317376;0;0;1672;13877
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;14188140;24072;1340416;0;0;1681;13846
5;0,000016;1;1024KiB;128MiB;128;0.0071;0.04;0.05;0.27;0;14355456;24272;1347416;0;0;1495;14024
6;0,000016;1;1024KiB;128MiB;128;0.0072;0.04;0.05;0.64;0;14124104;24416;1352024;0;0;1726;13790
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14036548;24512;1356500;0;0;1798;13714
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;13909192;24664;1365120;0;0;1924;13580
9;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;14282824;24816;1374464;0;0;1537;13960
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;14151212;24972;1383724;0;0;1672;13818
