run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.8;8;6,25;14,50;14,50;14,00;15,88;enp0s31f6;1518;1461
2;109;91.8;8;10,00;15,62;14,88;14,00;16,62;enp0s31f6;1727;1685
3;110;91.9;8;11,25;14,62;14,88;14,00;16,88;enp0s31f6;1573;1524
4;110;92.0;8;12,50;11,88;12,88;11,50;21,12;enp0s31f6;1913;1835
5;110;91.9;8;7,50;17,75;15,00;14,12;19,00;enp0s31f6;1187;1188
6;110;92.0;8;6,25;14,62;15,12;14,12;18,62;enp0s31f6;1051;992
7;109;91.5;8;8,75;15,75;14,88;14,00;17,12;enp0s31f6;1059;974
8;110;92.2;8;10,00;14,50;15,25;13,88;22,50;enp0s31f6;353;320
9;109;91.7;8;10,00;14,62;14,75;14,12;17,88;enp0s31f6;2258;2125
10;112;94.3;8;8,75;16,00;15,12;14,12;18,25;enp0s31f6;0;0
