run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;12312811374;7560127551;1152143368;165412105;1.00;2734.80;15595.40;27.00;9.00;63.40;0.00;.36;66.19;1.69;1.42;1.59;1.00;1.40
2;12848624147;7678812103;1200246276;161438627;5.00;2795.40;13834.60;27.20;9.00;63.40;0.00;.33;67.07;2.38;1.72;1.68;5.00;1.40
3;12708478699;9328835514;1128349234;160006532;2.00;2647.00;15490.20;25.20;8.40;66.20;0.00;.23;65.73;2.78;1.98;1.77;2.00;2.80
4;12278903410;9354081439;1110048776;152659274;7.40;2718.00;14259.40;26.40;8.80;64.60;0.00;.30;63.93;3.19;2.19;1.86;7.40;2.80
5;13308754473;11533290436;1111524460;159162877;7.00;2866.00;15061.60;28.20;9.20;62.20;0.00;.40;69.94;3.78;2.57;2.02;7.00;1.80
6;13712983187;12007549189;1147169136;159968810;6.80;2761.60;14537.00;27.60;9.00;63.20;0.00;.39;65.46;3.41;2.65;2.09;6.80;1.80
7;16017097829;16818030174;1204557063;181215349;4.00;2667.80;14835.80;27.80;7.80;64.00;0.00;.29;65.11;3.52;2.92;2.24;4.00;2.60
8;16325394775;17387403455;1218189138;183340538;6.80;2539.80;13859.20;29.40;8.40;62.00;0.00;.23;57.43;4.05;3.24;2.41;6.80;2.40
9;16370246171;18094668405;1177862606;172425511;6.40;2778.80;17822.00;29.60;8.20;62.00;0.00;.36;67.51;4.01;3.32;2.51;6.40;1.40
10;28008950;7891924;3192939;92539;1.00;251.00;1072.60;6.20;1.60;92.20;0.00;0;99.96;1.42;2.70;2.35;1.00;1.00
