run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;103;86.7;8;16,25;14,38;14,38;14,12;15,00;enp0s31f6;719;665
2;110;92.0;8;15,00;14,75;14,38;13,75;15,38;enp0s31f6;490;499
3;105;87.9;8;17,50;14,62;14,38;13,75;14,75;enp0s31f6;143;140
4;109;91.4;8;17,50;15,00;14,62;13,50;16,38;enp0s31f6;593;549
5;106;88.7;8;16,25;14,12;15,00;13,88;17,12;enp0s31f6;205;192
6;109;91.8;8;13,75;16,12;15,00;13,62;18,00;enp0s31f6;182;172
7;107;90.1;8;10,00;14,12;14,88;13,62;17,50;enp0s31f6;951;927
8;112;94.0;8;10,00;14,88;15,00;13,50;17,50;enp0s31f6;397;372
9;114;95.5;8;17,50;12,75;12,25;11,25;13,62;enp0s31f6;0;0
10;105;88.1;8;15,00;22,75;16,25;13,62;23,62;enp0s31f6;0;0
