run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;227;190;8;7,50;14,62;15,00;14,38;17,25;enp6s18;1244;1469
2;260;218;8;12,50;12,00;12,00;11,12;13,25;enp6s18;834;966
3;286;240;8;6,25;14,88;14,75;14,12;16,62;enp6s18;168;185
4;266;223;8;10,00;17,50;15,50;13,50;19,12;enp6s18;363;414
5;291;244;8;3,75;14,75;14,75;14,12;17,00;enp6s18;1610;1843
6;265;223;8;10,00;16,12;14,88;14,00;17,00;enp6s18;1640;1905
7;255;214;8;6,25;14,88;15,00;14,12;17,12;enp6s18;574;674
8;272;229;8;1,25;14,38;14,75;14,38;16,88;enp6s18;1288;1496
9;260;218;8;1,25;14,62;15,00;14,12;16,50;enp6s18;2427;2866
10;236;198;8;8,75;17,25;15,50;13,88;18,38;enp6s18;1829;2135
