run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;6754726536;2354938394;460813572;25379223;1.00;4540.40;10153.00;5.20;2.40;92.60;0.00;0;94.37;0.59;0.16;0.05;1.00;1.00
2;6695636882;2326835456;487171968;22880074;1.00;5510.40;8971.80;5.60;2.40;92.00;0.00;0;95.41;1.03;0.31;0.11;1.00;1.00
3;6490648702;2278534458;477226893;23529831;1.00;4589.40;7432.00;4.60;2.20;93.20;0.00;0;95.71;0.45;0.26;0.10;1.00;1.00
4;6941059825;2428378538;505144483;24090066;1.20;3856.60;6956.00;4.00;2.20;93.60;0.00;0;95.44;0.52;0.29;0.12;1.20;1.00
5;6506460450;2245580776;476558221;22249818;2.40;5186.80;9891.80;5.40;2.00;92.40;0.00;0;95.16;0.22;0.25;0.11;2.40;1.00
6;6443403927;2289809572;482379946;23489644;1.00;5123.20;8806.00;4.60;2.20;92.80;0.00;0;95.42;0.20;0.25;0.11;1.00;1.00
7;6816056422;2407781641;502688186;23375801;1.00;4976.40;7932.20;5.20;2.40;92.40;0.00;0;95.38;0.32;0.26;0.12;1.00;1.00
8;6458460201;2293605075;484852888;23161116;1.40;4357.80;7645.40;4.80;2.40;93.00;0.00;0;94.88;0.39;0.27;0.13;1.40;1.00
9;5957919765;2136718186;454554817;21110529;1.00;5579.20;9498.20;6.20;2.40;91.40;0.00;0;94.98;0.60;0.34;0.16;1.00;1.00
10;6373005799;2318545196;502805079;24140248;1.00;5434.00;9493.60;5.00;2.40;92.60;0.00;0;94.46;0.28;0.30;0.15;1.00;1.00
