run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;7034823820;2541252036;499540733;27244558;1.40;3151.00;6678.80;2.20;1.20;96.60;0.00;.03;94.50;0.45;0.12;0.04;1.40;1.00
2;6227690264;2239201903;454942374;23037012;1.20;3808.80;8061.60;2.60;1.20;96.00;0.00;0;95.71;0.37;0.16;0.05;1.20;1.00
3;5928625726;2111792871;437636716;21518545;1.20;3590.80;7311.20;2.40;1.20;96.40;0.00;0;94.71;0.36;0.18;0.06;1.20;1.00
4;6193149859;2173745123;446049872;22158172;1.00;3757.20;7782.60;2.20;1.40;96.40;0.00;0;95.74;0.20;0.16;0.07;1.00;1.20
5;6315338038;2152414015;434191554;21437476;1.00;4398.80;9430.60;3.20;1.20;95.60;0.00;0;94.99;0.31;0.21;0.09;1.00;1.00
6;7040486193;2462997834;505748160;22481738;1.40;3652.00;5337.40;2.00;1.00;97.00;0.00;0;95.21;0.22;0.20;0.09;1.40;1.00
7;6705187459;2388962566;489132715;23362231;1.80;3883.60;6669.20;2.20;1.40;96.60;0.00;0;95.31;0.36;0.23;0.11;1.80;1.00
8;6201469382;2170561786;442869720;21435005;3.00;4646.20;7987.40;3.40;1.60;95.00;0.00;.03;95.76;0.38;0.28;0.13;3.00;1.00
9;6678279936;2358335055;477972197;22921677;1.20;4097.40;7108.60;2.40;1.40;96.20;0.00;0;95.37;0.58;0.38;0.17;1.20;1.00
10;6830688018;2411814882;487549079;23642607;1.00;4678.40;8376.20;3.00;1.60;95.20;0.00;0;95.68;0.36;0.36;0.18;1.00;1.00
