run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.1;8;11,25;15,00;15,38;14,62;19,12;enp0s31f6;586;670
2;89.0;74.7;8;6,25;14,75;15,38;14,50;18,50;enp0s31f6;679;787
3;112;93.6;8;7,50;15,00;15,12;14,50;16,75;enp0s31f6;517;579
4;111;93.3;8;10,00;14,88;15,25;14,75;17,00;enp0s31f6;492;576
5;112;93.6;8;7,50;15,00;15,25;14,50;18,38;enp0s31f6;597;702
6;111;93.3;8;10,00;14,75;15,62;14,25;19,62;enp0s31f6;571;670
7;111;93.2;8;10,00;15,75;15,38;14,25;17,62;enp0s31f6;598;712
8;112;93.6;8;10,00;15,12;15,50;14,38;18,50;enp0s31f6;424;477
9;112;93.5;8;8,75;14,88;14,88;14,38;15,38;enp0s31f6;586;670
10;111;93.0;8;5,00;15,00;15,25;14,12;16,88;enp0s31f6;444;528
