run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12942324;60736;2080072;0;0;2162;12638
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12874228;60832;2081540;0;0;2204;12595
3;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;12917348;60928;2083044;0;0;2183;12614
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.10;0;12904912;61024;2084556;0;0;2193;12602
5;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.52;0;12905488;61184;2085980;0;0;2192;12602
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12925932;61288;2087456;0;0;2170;12622
7;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.12;0;12909876;61384;2088948;0;0;2184;12607
8;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.40;0;12913976;61480;2090480;0;0;2179;12610
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12942980;61576;2091972;0;0;2150;12637
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12933936;61748;2077712;0;0;2173;12628
