run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;6670;6670;26.1;26.1;0.14566;0.00287167
2;6445;6445;25.2;25.2;0.14979;0.00310743
3;6159;6159;24.1;24.1;0.15693;0.00315708
4;6101;6101;23.8;23.8;0.15837;0.00319147
5;6393;6393;25.0;25.0;0.15103;0.00310284
6;6441;6441;25.2;25.2;0.15004;0.00298476
7;6195;6195;24.2;24.2;0.15596;0.00318728
8;6234;6234;24.4;24.4;0.15468;0.00323715
9;6490;6490;25.4;25.4;0.14884;0.00300952
10;6127;6127;23.9;23.9;0.15756;0.00319801
