run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;34.7;29.1;8;3,75;15,00;14,38;13,12;16,25;enp6s18;1312;1496
2;41.7;35.0;8;6,25;14,50;14,62;13,62;16,75;enp6s18;528;611
3;37.1;31.1;8;7,50;14,88;14,50;13,12;15,75;enp6s18;1869;2177
4;31.5;26.4;8;5,00;15,50;14,62;13,25;17,00;enp6s18;1439;1629
5;42.0;35.2;8;5,00;15,88;15,38;13,50;18,00;enp6s18;1288;1470
6;24.1;20.2;8;7,50;14,38;14,75;13,50;16,75;enp6s18;1518;1696
7;45.8;38.5;8;3,75;14,88;14,38;12,88;15,50;enp6s18;1110;1265
8;50.6;42.4;8;10,00;14,00;14,50;12,88;18,12;enp6s18;1692;1998
9;46.6;39.1;8;7,50;14,38;15,00;13,25;17,25;enp6s18;1539;1753
10;43.9;36.8;8;2,50;17,38;14,62;12,88;17,88;enp6s18;1370;1541
