run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13149192;66864;2378240;0;0;1669;12840
2;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.05;0;13082256;66968;2384144;0;0;1726;12778
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13032104;67076;2389648;0;0;1757;12741
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13065212;67180;2395632;0;0;1722;12771
5;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.09;0;13077048;67280;2400408;0;0;1722;12766
6;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;12965600;67504;2406024;0;0;1816;12666
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;12964320;67616;2412780;0;0;1800;12676
8;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;13194332;67776;2419084;0;0;1587;12882
9;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.22;0;13015932;67872;2424060;0;0;1752;12712
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13010040;67976;2429028;0;0;1758;12702
