run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;39830834764;14443214868;2870443539;153402534;5.60;23511.80;52422.80;18.40;7.80;73.40;0.00;0;68.73;1.23;1.51;1.47;5.60;1.60
2;42156930970;15329711928;3047807986;167543871;3.40;26207.20;47322.60;17.40;8.60;73.60;0.00;0;69.33;1.26;1.48;1.46;3.40;1.20
3;42239665666;15313469493;3041346171;167116025;3.20;28364.20;52118.60;20.20;8.80;71.00;0.00;0;68.73;2.00;1.61;1.50;3.20;1.00
4;42569010426;15304014770;3016236128;175268944;2.00;26321.40;46370.00;19.00;8.80;72.20;0.00;0;67.63;2.66;1.83;1.58;2.00;1.20
5;41889482236;15230380026;2998947059;173065529;2.80;27389.00;53313.80;21.00;8.60;70.40;0.00;0;68.23;2.34;1.86;1.61;2.80;1.40
6;43246462467;15515208171;3083481678;183580546;2.20;28275.40;49546.00;19.20;8.60;72.40;0.00;0;68.98;2.16;1.89;1.63;2.20;1.40
7;43883320951;15661050497;3059320793;184573703;5.40;27355.40;51437.40;19.20;8.40;72.20;0.00;0;69.46;2.34;1.99;1.68;5.40;1.00
8;43162933358;15449064481;3045480169;184143540;2.60;28240.80;49777.40;20.60;9.00;70.40;0.00;0;66.68;2.17;2.01;1.71;2.60;1.00
9;43389871843;15548983694;3051161424;187100980;2.80;27723.60;51616.80;20.20;8.80;70.80;0.00;0;67.18;1.70;1.93;1.70;2.80;1.20
10;43643128231;15530284691;3012118946;191462982;3.20;28849.60;52071.00;21.20;9.60;69.00;0.00;0;67.61;1.96;1.98;1.73;3.20;1.00
