run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;92.0;77.2;8;6,25;14,75;14,88;14,00;15,88;enp6s18;10731;12383
2;91.3;76.6;8;3,75;14,38;14,75;13,75;16,75;enp6s18;7710;9090
3;91.8;77.0;8;3,75;14,62;15,12;13,75;17,25;enp6s18;7910;9140
4;91.5;76.8;8;6,25;14,50;15,12;14,12;18,00;enp6s18;10373;11816
5;91.5;76.8;8;5,00;14,88;14,75;14,12;16,75;enp6s18;6429;7248
6;91.7;76.9;8;1,25;15,75;15,88;13,88;19,38;enp6s18;9053;10230
7;91.7;76.9;8;8,75;14,75;14,62;13,50;15,75;enp6s18;7530;8516
8;90.9;76.2;8;8,75;16,88;15,25;14,25;17,75;enp6s18;8791;9986
9;91.7;76.9;8;7,50;15,38;15,25;14,25;17,88;enp6s18;9041;10291
10;90.8;76.2;8;3,75;15,25;15,00;13,38;18,62;enp6s18;11180;12812
