run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40627682906;40720129344;1327707141;236903226;2.40;7423.40;102854.60;13.80;19.20;67.00;0.00;.30;69.25;2.69;2.27;2.33;2.40;1.00
2;41353564450;41420843622;1341065603;241980121;2.80;7016.60;100960.60;12.80;18.40;68.60;0.00;.20;68.46;2.84;2.40;2.38;2.80;1.20
3;39286172127;40147523339;1257919441;225480106;3.80;7476.60;111044.40;13.40;18.80;67.80;0.00;.27;67.40;2.77;2.45;2.39;3.80;1.40
4;40878726288;40867335378;1319599352;237574112;4.40;7383.40;107225.20;13.00;19.00;68.00;0.00;.34;67.69;3.94;2.73;2.49;4.40;1.20
5;41406899222;41184323145;1332277099;242452167;4.40;8217.40;131787.40;13.60;19.40;66.80;0.00;.30;67.84;2.33;2.50;2.42;4.40;1.00
6;42626910577;41976129452;1390827318;254525698;3.60;7770.00;122668.60;13.20;19.00;67.60;0.00;.27;68.58;2.42;2.49;2.42;3.60;1.20
7;40934798292;41224080793;1332671857;240240276;2.00;6742.60;91427.80;11.80;18.60;69.60;0.00;.30;68.16;2.81;2.57;2.45;2.00;1.00
8;40780473493;41007429192;1311810302;239554239;4.80;7631.80;115422.00;13.00;19.20;67.40;0.00;.27;68.40;2.58;2.61;2.48;4.80;1.20
9;41629412351;41499084255;1358338695;244835997;3.40;7150.60;104819.60;13.00;18.60;68.20;0.00;.20;68.04;2.54;2.59;2.47;3.40;1.00
10;40285698665;40776725245;1297934659;233696818;2.60;7313.20;106671.40;13.00;19.20;67.60;0.00;.30;68.14;2.30;2.47;2.44;2.60;1.00
