run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;33660366052;12127000604;2443103784;135925301;2.80;19620.80;45932.40;15.80;7.00;77.20;0.00;0;77.57;0.54;0.93;1.04;2.80;1.00
2;36898811344;13236975219;2676848518;149173958;2.00;25985.00;46867.20;18.60;7.80;73.40;0.00;0;73.35;1.58;1.12;1.10;2.00;1.20
3;37775015759;13350704972;2686142555;146186635;1.40;20422.00;37037.20;15.40;6.60;78.20;0.00;0;74.45;2.88;1.50;1.23;1.40;1.00
4;37220658798;13461212581;2672803263;154596283;5.20;24157.60;39306.80;16.60;7.60;75.80;0.00;0;72.81;2.47;1.58;1.27;5.20;1.00
5;38040056340;13726708192;2738734210;161460872;2.60;27211.20;47666.40;19.80;8.40;71.60;0.00;0;72.47;1.77;1.51;1.26;2.60;1.00
6;37844527981;13447149609;2687300121;157795225;4.20;24474.60;41688.20;17.80;7.80;74.40;0.00;0;72.14;2.47;1.74;1.35;4.20;1.00
7;36851797144;13275294279;2603802650;161024431;1.60;22769.80;43382.40;16.60;7.00;76.60;0.00;0;72.32;1.63;1.62;1.34;1.60;1.00
8;38037046347;13536447202;2696517945;165812987;2.60;25177.80;43688.60;18.40;7.40;74.20;0.00;0;71.90;2.32;1.87;1.44;2.60;1.00
9;38595592492;13671257779;2701463851;167786003;2.80;24122.20;41991.40;17.40;7.60;75.00;0.00;0;71.34;2.49;2.05;1.53;2.80;1.20
10;38366562412;13677300357;2672419168;167295256;2.80;25094.20;44436.60;17.40;8.20;74.60;0.00;0;71.25;1.64;1.87;1.50;2.80;1.00
