run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;35975648110;13100381381;2635177927;143771843;2.60;14186.00;33592.00;14.60;5.00;80.40;0.00;0;82.67;0.54;1.12;1.27;2.60;1.20
2;33835616365;12435053021;2490269614;138163888;3.00;20928.60;38444.60;16.40;6.80;76.80;0.00;0;72.93;1.68;1.43;1.37;3.00;1.20
3;28485478365;12057123082;2071960589;129114866;3.20;21926.40;50158.60;18.20;7.80;74.20;0.00;0;77.47;0.75;1.21;1.29;3.20;1.00
4;29701510684;11325937063;2115829423;125611641;2.00;18823.20;40485.80;16.40;6.20;77.40;0.00;0;73.93;1.48;1.35;1.34;2.00;1.00
5;34063252728;12183988302;2423099144;141624377;1.80;19587.20;37874.20;15.60;6.80;77.40;0.00;0;72.45;1.83;1.55;1.41;1.80;1.20
6;35756089217;12728319595;2530594217;152985151;3.60;17543.00;36563.00;14.80;5.80;79.20;0.00;0;78.29;1.88;1.64;1.45;3.60;1.00
7;35755689280;12749390948;2513485215;149708886;3.60;17819.60;43350.00;16.60;6.40;76.80;0.00;0;73.80;1.70;1.66;1.47;3.60;1.00
8;36491501714;13124046381;2602927891;154551067;2.60;21755.00;39389.60;15.80;6.80;77.20;0.00;0;74.43;1.04;1.48;1.42;2.60;1.00
9;33902897862;13156304221;2358243200;149148755;2.80;21705.40;46106.40;16.00;7.20;76.60;0.00;0;74.03;1.06;1.41;1.40;2.80;1.00
10;31244477480;12379493853;2168479097;135215032;6.80;18244.20;43541.20;15.80;6.20;78.00;0.00;0;74.98;1.42;1.49;1.43;6.80;1.20
