run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;221;186;8;6,25;14,62;14,88;14,25;16,38;enp6s18;9820;11105
2;199;167;8;6,25;14,50;13,88;12,88;15,75;enp6s18;1800;2151
3;229;192;8;2,50;14,38;14,12;13,12;15,88;enp6s18;11440;13189
4;243;204;8;6,25;14,50;14,25;12,75;16,62;enp6s18;5559;6715
5;109;91.6;8;2,50;14,12;14,62;13,75;16,38;enp6s18;8543;9839
6;135;113;8;3,75;15,00;14,50;13,75;17,25;enp6s18;3144;3843
7;226;189;8;6,25;14,62;14,88;13,38;16,75;enp6s18;4934;5782
8;139;117;8;5,00;14,88;14,88;12,75;17,62;enp6s18;7218;8315
9;143;120;8;7,50;13,62;14,38;12,88;16,25;enp6s18;9501;10999
10;135;114;8;5,00;14,75;14,75;13,50;16,50;enp6s18;7369;8848
