run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;233;196;8;8,75;14,88;16,62;14,00;23,50;enp6s18;12421;14233
2;164;138;8;12,50;524,50;127,00;15,62;525,50;enp6s18;2666;3009
3;2.48;2.08;8;8,75;123,75;201,62;77,75;335,50;enp6s18;688;401
4;127;107;8;6,25;14,38;15,62;13,88;20,00;enp6s18;14825;16399
5;237;199;8;13,75;15,75;16,12;13,50;21,50;enp6s18;12514;14020
6;213;179;8;6,25;19,75;16,88;14,50;24,38;enp6s18;11799;13654
7;210;176;8;10,00;15,38;16,88;14,25;22,00;enp6s18;11428;13011
8;231;193;8;8,75;15,88;16,00;14,25;20,12;enp6s18;12097;13451
9;269;226;8;7,50;1129,62;345,12;15,38;1129,88;enp6s18;2033;2175
10;208;175;8;10,00;15,00;16,00;14,38;21,50;enp6s18;12511;14130
