run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;33.7;28.2;8;8,75;15,75;14,62;13,38;16,62;enp6s18;2366;2700
2;26.8;22.5;8;7,50;14,38;15,38;13,38;18,88;enp6s18;2636;3067
3;43.2;36.3;8;11,25;14,38;14,88;13,25;17,12;enp6s18;2911;3305
4;42.3;35.5;8;8,75;14,88;14,75;14,38;16,12;enp6s18;2595;2968
5;40.9;34.3;8;7,50;14,62;14,62;13,25;16,12;enp6s18;3985;4650
6;35.9;30.1;8;10,00;15,12;15,12;14,12;16,88;enp6s18;2256;2596
7;37.9;31.8;8;10,00;14,38;15,12;13,75;16,75;enp6s18;1315;1489
8;30.2;25.3;8;8,75;14,38;15,12;14,12;17,00;enp6s18;3333;3901
9;37.5;31.4;8;8,75;14,75;14,75;14,38;15,12;enp6s18;3911;4470
10;30.2;25.3;8;3,75;14,75;14,75;14,25;16,62;enp6s18;2025;2343
