run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15648228;14496;392948;0;0;633;15281
2;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.06;0;15641412;15008;393312;0;0;639;15273
3;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.10;0;15638924;15072;393244;0;0;641;15271
4;0,000000;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.10;0;15630164;15112;393328;0;0;638;15274
5;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15637844;15168;393364;0;0;642;15270
6;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15639304;15208;393452;0;0;641;15272
7;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15633272;15256;393684;0;0;646;15266
8;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15627780;15320;393696;0;0;659;15254
9;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15638756;15368;393748;0;0;641;15271
10;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15634828;15408;393712;0;0;645;15267
