run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;18.5;15.5;8;5,00;15,12;16,00;14,75;20,75;enp6s18;10452;11824
2;20.3;17.0;8;5,00;15,75;16,00;14,62;19,88;enp6s18;10878;12638
3;20.0;16.8;8;7,50;17,25;17,00;14,75;23,12;enp6s18;10163;11693
4;20.9;17.5;8;3,75;15,25;15,75;14,62;19,38;enp6s18;11659;13337
5;21.9;18.3;8;5,00;15,25;16,00;14,75;19,88;enp6s18;9474;10690
6;23.8;20.0;8;3,75;17,00;16,88;14,75;22,38;enp6s18;10783;12154
7;23.3;19.5;8;3,75;15,50;15,62;14,75;18,62;enp6s18;9571;10843
8;19.6;16.4;8;7,50;17,38;16,00;14,75;20,38;enp6s18;9735;11127
9;20.0;16.8;8;6,25;15,00;16,12;14,62;20,25;enp6s18;10376;11947
10;17.3;14.5;8;6,25;15,88;15,25;14,62;17,25;enp6s18;9599;10958
