run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;6517;6517;25.5;25.5;0.14795;0.00321205
2;6560;6560;25.6;25.6;0.14708;0.00309589
3;6451;6451;25.2;25.2;0.14978;0.00304161
4;6471;6471;25.3;25.3;0.14932;0.00305635
5;6425;6425;25.1;25.1;0.15013;0.00317603
6;6481;6481;25.3;25.3;0.14899;0.00302903
7;6425;6425;25.1;25.1;0.14971;0.00324832
8;6327;6327;24.7;24.7;0.15239;0.00326637
9;6729;6729;26.3;26.3;0.14318;0.00314287
10;6320;6320;24.7;24.7;0.15287;0.0030934
