run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.2;8;2,50;14,25;15,00;13,88;17,75;enp6s18;1198;1426
2;109;91.4;8;3,75;13,38;15,00;13,38;17,00;enp6s18;1300;1571
3;109;91.5;8;6,25;14,88;15,00;14,00;16,88;enp6s18;188;218
4;108;90.7;8;3,75;15,38;14,75;14,00;15,88;enp6s18;1388;1615
5;109;91.3;8;8,75;15,12;15,50;14,25;19,25;enp6s18;1695;1958
6;93.2;78.2;8;12,50;12,75;12,50;11,75;14,88;enp6s18;1529;1798
7;108;90.9;8;8,75;14,75;14,88;14,25;16,25;enp6s18;1287;1509
8;108;90.5;8;6,25;14,88;14,75;13,38;18,75;enp6s18;0;0
9;109;91.3;8;7,50;14,12;14,62;13,38;16,38;enp6s18;849;961
10;107;89.8;8;10,00;15,62;15,12;12,88;17,75;enp6s18;1309;1544
