run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40742474836;40641065144;1349279263;247800391;3.00;8274.40;124938.20;12.00;19.80;68.00;0.00;1.32;67.01;2.05;2.05;2.04;3.00;1.20
2;43312288356;41889697071;1448842053;258598919;4.20;7026.40;99012.20;10.00;19.40;70.00;0.00;.33;68.54;2.93;2.27;2.11;4.20;1.00
3;40283998966;40795119360;1313228794;233032657;2.20;6904.80;97504.40;10.00;19.00;70.80;0.00;.30;67.49;2.83;2.41;2.17;2.20;1.00
4;39722272160;40587942170;1277161976;229865455;3.00;7204.80;109328.00;10.40;19.20;70.00;0.00;.27;68.50;2.41;2.36;2.17;3.00;1.00
5;39372363181;40515572755;1248877263;223076055;4.20;6970.20;97401.00;10.20;19.40;70.00;0.00;.27;68.32;2.85;2.50;2.24;4.20;1.00
6;41078574288;41022047223;1335406442;236901215;2.60;7478.80;108539.80;11.00;19.00;69.20;0.00;.20;68.56;2.89;2.59;2.28;2.60;1.00
7;40843497025;40881309023;1344491414;233540737;4.00;6796.20;85413.60;9.20;19.20;71.40;0.00;.36;66.48;2.92;2.61;2.31;4.00;1.00
8;41927659999;41507434266;1366791651;243165705;3.60;7391.20;110298.80;10.60;19.40;69.80;0.00;.30;67.22;2.97;2.68;2.35;3.60;1.00
9;39110786140;40331966830;1232177378;220944642;4.60;6759.60;95583.40;9.80;19.20;70.60;0.00;.30;68.90;2.28;2.52;2.32;4.60;1.00
10;40345855999;40742191833;1297479850;231736625;3.60;7464.40;118966.20;11.00;19.40;69.20;0.00;.23;68.21;1.92;2.41;2.29;3.60;1.20
