Method,Name,Error,Occurrences
GET,/Categorias,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",158
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),427
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),609
GET,/Productos,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",65
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),425
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),675
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),427
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),412
GET,/Categorias,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",366
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),456
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),434
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),443
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),416
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),472
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),418
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),584
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),429
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),427
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),468
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),626
GET,/Productos,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",44
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),388
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),1958
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),483
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),553
