run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;68.9;57.8;8;8,75;14,62;14,75;13,88;16,62;enp6s18;9769;11292
2;88.6;74.3;8;7,50;15,50;15,88;13,38;20,75;enp6s18;10281;11917
3;89.1;74.7;8;3,75;15,25;15,38;12,75;19,50;enp6s18;11041;12659
4;89.1;74.7;8;3,75;15,25;15,25;13,25;20,00;enp6s18;9678;11172
5;90.0;75.5;8;3,75;15,50;15,12;13,50;17,75;enp6s18;9494;10961
6;88.2;74.0;8;5,00;15,62;16,88;13,75;27,38;enp6s18;10506;12044
7;86.4;72.5;8;3,75;15,00;14,88;13,25;17,88;enp6s18;8891;10330
8;89.1;74.7;8;6,25;16,12;15,88;13,62;19,00;enp6s18;9636;11170
9;88.2;74.0;8;6,25;15,25;14,75;14,50;16,75;enp6s18;9634;11043
10;88.3;74.0;8;2,50;15,25;15,50;14,38;18,12;enp6s18;9560;10829
