run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.06;0;15543340;19840;443012;0;0;687;15174
2;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15522368;19888;443064;0;0;696;15165
3;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.07;0;15532672;19936;443072;0;0;686;15175
4;0,000000;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.08;0;15517256;19992;443076;0;0;710;15151
5;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.06;0;15509436;20048;443092;0;0;706;15155
6;0,000000;1;1024KiB;128MiB;128;0.0085;0.04;0.06;0.09;0;15525432;20096;443128;0;0;699;15162
7;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;15521672;20144;443128;0;0;698;15163
8;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.09;0;15531416;20192;443132;0;0;699;15161
9;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.07;0;15531080;20248;443140;0;0;699;15161
10;0,000000;1;1024KiB;128MiB;128;0.0071;0.04;0.05;1.20;0;15514080;20296;443148;0;0;709;15151
