run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;46597343850;16816393880;3340292340;186681468;3.40;28817.40;59125.60;21.40;9.20;69.20;0.00;0;65.36;1.75;1.69;1.67;3.40;1.20
2;48109349730;17234060773;3387131124;197475450;4.40;28567.60;58985.80;21.20;10.40;68.40;0.00;0;64.97;2.60;1.91;1.75;4.40;1.40
3;47772219266;17161382542;3382146499;200057884;4.60;29789.80;61101.60;24.20;10.20;66.00;0.00;0;62.97;2.73;2.02;1.79;4.60;1.20
4;46628168460;16677854275;3351253558;198221691;4.00;28792.20;59871.80;22.00;9.60;68.40;0.00;0;64.75;3.15;2.30;1.90;4.00;1.40
5;47905134485;17109936294;3398322919;204308528;3.80;28450.60;61202.00;22.00;10.20;67.40;0.00;0;65.20;2.32;2.18;1.88;3.80;1.20
6;48072517255;17131705544;3376632453;208458812;3.00;29374.80;60024.80;23.00;10.20;66.80;0.00;0;62.81;2.23;2.17;1.90;3.00;1.20
7;48918678633;17269678475;3398065726;214121003;4.20;30575.60;60667.80;21.80;9.60;68.80;0.00;0;69.25;1.74;2.04;1.87;4.20;1.00
8;48352069594;17627988753;3370561679;213329059;4.00;29789.40;59204.40;23.40;10.00;66.20;0.00;0;63.86;2.74;2.27;1.96;4.00;1.40
9;48142829029;17368978642;3374784607;217189765;2.80;29993.20;60240.20;21.80;9.80;68.20;0.00;.03;64.46;2.25;2.22;1.96;2.80;1.00
10;48058597707;17322252003;3342529769;222558257;4.40;30402.60;61618.60;23.20;10.80;66.00;0.00;0;63.46;1.77;2.10;1.94;4.40;1.00
