run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13501088;48660;1921372;0;0;1761;13198
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.04;0;13477468;48836;1925920;0;0;1794;13160
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13463516;48980;1932340;0;0;1808;13140
4;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.27;0;13665596;49092;1938536;0;0;1598;13344
5;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.10;0;13408916;49236;1947096;0;0;1840;13094
6;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.16;0;13412344;49476;1953928;0;0;1831;13096
7;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13375924;49660;1961468;0;0;1848;13071
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13362016;49812;1969772;0;0;1808;13104
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13379740;49980;1975872;0;0;1843;13063
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13443092;50076;1980368;0;0;1763;13139
