run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0080;0.04;0.06;0.75;0;14077708;41072;1547844;0;0;1573;13751
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13818828;41220;1556288;0;0;1825;13492
3;0,000016;1;1024KiB;128MiB;128;0.0063;0.04;0.04;0.06;0;13776992;41384;1560628;0;0;1870;13442
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13962940;41536;1565748;0;0;1673;13634
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13995848;41680;1572680;0;0;1634;13666
6;0,000016;1;1024KiB;128MiB;128;0.0089;0.04;0.07;1.40;0;13988200;41880;1579880;0;0;1628;13665
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13983052;41980;1584928;0;0;1647;13642
8;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13805896;42176;1593056;0;0;1810;13471
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13765020;42280;1597732;0;0;1831;13445
10;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.09;0;13752456;42416;1601104;0;0;1851;13422
