run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14358460;36004;1337964;0;0;1514;14003
2;0,000016;1;1024KiB;128MiB;128;0.0079;0.04;0.06;0.62;0;14284192;36112;1341216;0;0;1572;13943
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14292536;36304;1346812;0;0;1555;13954
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.14;0;14349172;36460;1351720;0;0;1481;14023
5;0,000016;1;1024KiB;128MiB;128;0.0085;0.04;0.06;1.52;0;14296356;36612;1354736;0;0;1536;13966
6;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.04;0.06;0;14243536;36756;1359744;0;0;1577;13920
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14240420;36940;1366900;0;0;1597;13894
8;0,000016;1;1024KiB;128MiB;128;0.0081;0.04;0.05;0.78;0;14266292;37128;1375664;0;0;1556;13929
9;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;14161996;37276;1380908;0;0;1651;13830
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14157516;37372;1381212;0;0;1655;13825
