run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.5;8;10,00;15,12;15,50;14,62;18,88;enp0s31f6;995;966
2;108;90.6;8;7,50;16,50;16,62;14,88;20,12;enp0s31f6;1534;1533
3;107;90.0;8;8,75;15,00;15,75;14,38;18,12;enp0s31f6;1396;1444
4;110;91.9;8;3,75;17,00;15,75;13,50;20,50;enp0s31f6;950;910
5;109;91.4;8;5,00;17,00;15,75;14,62;17,38;enp0s31f6;802;729
6;110;92.1;8;7,50;16,25;15,62;14,62;18,00;enp0s31f6;897;851
7;110;91.9;8;6,25;17,50;15,88;14,62;18,38;enp0s31f6;1048;999
8;110;92.4;8;6,25;17,12;15,62;14,62;18,38;enp0s31f6;980;904
9;113;95.1;8;8,75;15,12;15,62;14,75;18,38;enp0s31f6;5;0
10;110;92.4;8;3,75;16,88;16,00;14,50;20,62;enp0s31f6;1;1
