run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;23765024418;13440177420;2236688556;323370049;2.00;4322.20;26931.20;31.00;13.80;54.80;0.00;.39;52.58;2.86;3.57;3.10;2.00;1.00
2;27092382067;20243095759;2285033768;337739080;12.20;4050.40;27583.60;28.60;12.20;58.40;0.00;.43;44.92;5.35;4.09;3.33;12.20;3.20
3;27732124105;22275134676;2274333636;339075173;3.60;4354.40;28557.00;32.40;12.20;54.60;0.00;.46;49.34;2.98;3.57;3.20;3.60;1.80
4;28399783457;25092283001;2258196134;340007425;9.60;3900.60;25598.40;32.00;11.40;56.00;0.00;.50;47.86;5.27;4.09;3.40;9.60;4.40
5;31214821492;33346674453;2316835059;362385364;5.40;4595.60;34142.20;36.60;12.60;50.40;0.00;.46;45.50;7.26;4.83;3.71;5.40;2.60
6;32189790601;35457775847;2304663814;364928694;2.80;4603.20;32904.00;37.00;11.00;51.80;0.00;.36;46.54;5.05;4.62;3.74;2.80;2.40
7;31511662835;37940931617;2119934684;353939678;2.80;4234.00;27959.80;35.60;11.60;52.40;0.00;.40;50.20;5.20;4.82;3.90;2.80;4.00
8;36152857510;48391273079;2251496307;383344580;7.20;4410.40;34044.00;35.00;9.60;54.60;0.00;.46;48.43;6.98;5.39;4.18;7.20;4.60
9;36371006248;48735656535;2288098832;391395322;8.60;4535.00;32723.40;39.40;11.40;49.00;0.00;.46;46.53;7.81;6.06;4.51;8.60;5.20
10;55249650;27894412;4894706;715447;1.00;318.00;2653.00;3.40;2.60;94.00;0.00;0;99.80;3.07;5.12;4.33;1.00;1.00
