Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),39
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),78
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),61
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),66
GET,/Categorias,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",5
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),48
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),49
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),56
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),57
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),33
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),53
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),53
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),52
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),31
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),493
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),48
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),35
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),69
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),55
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),53
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),1508
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),55
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),60
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),56
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),61
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),38
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),57
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),74
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),59
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),74
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),58
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),13
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),50
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),53
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),60
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),2049
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),55
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),56
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),31
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),39
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),56
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),60
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),67
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),58
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),48
GET,/Productos,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",1
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),50
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),61
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 2'),35
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),61
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),73
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 11'),66
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 2'),58
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 7'),75
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 3'),58
GET,/Productos,HTTPError('500 Server Error: Internal Server Error for url: /Productos'),60
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 5'),75
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 13'),60
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 6'),36
GET,/Pedidos/5925,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",2
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 9'),33
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 4'),40
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 11'),56
GET,/Productos,RemoteDisconnected('Remote end closed connection without response'),267
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 11'),54
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 13'),52
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 4'),57
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 2'),52
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 5'),68
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 8'),49
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 1'),67
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 5'),63
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 8'),66
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 4'),78
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 11'),68
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 3'),60
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 7'),74
