run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;229;192;8;2,50;15,50;14,88;13,38;17,88;enp6s18;7770;9000
2;234;196;8;3,75;15,38;15,00;13,00;17,25;enp6s18;4821;5439
3;229;192;8;2,50;17,38;15,00;13,62;18,38;enp6s18;3820;4421
4;221;186;8;3,75;15,00;15,50;13,50;17,38;enp6s18;8476;9568
5;235;197;8;6,25;17,38;15,50;13,62;18,25;enp6s18;7824;9013
6;225;189;8;8,75;14,00;14,50;13,12;16,50;enp6s18;4188;5053
7;247;207;8;7,50;14,38;14,50;13,00;15,88;enp6s18;8562;9728
8;233;195;8;3,75;14,50;14,38;13,00;15,38;enp6s18;3060;3580
9;234;196;8;6,25;14,50;14,88;14,00;17,25;enp6s18;3821;4446
10;200;168;8;5,00;14,62;14,50;13,25;15,25;enp6s18;10558;12022
