run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15502188;35188;454772;0;0;704;15136
2;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.09;0;15500588;35220;454856;0;0;694;15146
3;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;15496064;35260;454856;0;0;707;15132
4;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.04;0;15515244;35284;454860;0;0;691;15148
5;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15502968;35332;454896;0;0;713;15126
6;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15493156;35372;454880;0;0;716;15123
7;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.07;0;15483480;35420;454912;0;0;722;15117
8;0,000000;1;1024KiB;128MiB;128;0.0071;0.04;0.05;0.12;0;15496300;35452;454916;0;0;709;15130
9;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.09;0;15507676;35484;454900;0;0;698;15141
10;0,000000;1;1024KiB;128MiB;128;0.0072;0.04;0.05;0.09;0;15506168;35524;454884;0;0;700;15139
