run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;108;90.8;8;7,50;13,75;14,88;13,12;17,50;enp0s31f6;730;823
2;108;90.7;8;11,25;15,12;15,00;13,88;18,75;enp0s31f6;511;587
3;108;91.0;8;5,00;14,38;14,88;13,75;17,88;enp0s31f6;488;542
4;112;94.3;8;6,25;15,00;14,50;13,38;16,00;enp0s31f6;476;560
5;105;88.1;8;5,00;14,38;14,75;13,88;17,25;enp0s31f6;546;642
6;109;91.6;8;7,50;14,38;15,00;13,62;17,12;enp0s31f6;556;623
7;106;88.9;8;6,25;15,75;15,00;13,50;16,12;enp0s31f6;571;654
8;91.4;76.7;8;7,50;14,25;14,62;13,38;16,38;enp0s31f6;575;642
9;107;89.4;8;8,75;14,50;14,62;13,75;17,12;enp0s31f6;528;625
10;105;88.2;8;6,25;14,50;14,50;14,00;16,00;enp0s31f6;786;850
