run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;23302268485;8420982862;1694543169;86652572;1.00;14800.80;30655.80;11.00;4.60;84.20;0.00;0;81.46;0.35;0.68;0.60;1.00;1.00
2;23918620461;8721085001;1763009754;89854231;2.80;15390.00;27069.00;10.00;4.60;85.20;0.00;0;83.01;0.43;0.66;0.60;2.80;1.40
3;24396506402;8780492110;1774017259;91548876;2.40;15148.80;28451.80;10.80;5.40;83.20;0.00;0;82.75;1.37;0.84;0.66;2.40;1.20
4;25375324479;9080442558;1805597856;94667663;1.00;15514.00;29203.60;11.00;4.80;84.00;0.00;0;81.65;1.74;0.97;0.71;1.00;1.00
5;24952014658;8989389215;1805203089;95468095;1.00;16311.20;30201.00;11.40;4.60;83.40;0.00;0;81.84;1.82;1.15;0.79;1.00;1.20
6;24483829234;8794124730;1742845225;93979541;3.20;16643.20;29022.20;10.20;5.00;84.80;0.00;.03;82.19;1.58;1.17;0.81;3.20;1.20
7;24731519030;8915093701;1799689452;96637250;1.00;16317.00;28784.20;12.00;5.20;82.80;0.00;0;80.47;1.46;1.15;0.82;1.00;1.00
8;23923557277;8648199932;1739363363;94005316;3.20;15913.60;29012.80;11.20;5.00;84.00;0.00;0;81.69;1.07;1.13;0.84;3.20;1.20
9;25934786915;9195815240;1841380026;102939150;3.60;17567.20;27238.40;11.80;5.40;82.60;0.00;0;81.15;0.81;1.06;0.83;3.60;1.00
10;26510827403;9332206547;1868941492;105881219;2.20;17415.60;28332.00;11.60;5.20;83.40;0.00;0;81.03;1.42;1.16;0.87;2.20;1.00
