run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.5;8;7,50;14,38;14,75;14,00;16,62;enp0s31f6;772;734
2;111;92.9;8;8,75;15,38;15,50;14,12;18,25;enp0s31f6;580;551
3;111;93.4;8;12,50;12,12;12,25;11,25;15,25;enp0s31f6;504;468
4;111;93.4;8;8,75;14,38;14,62;13,75;16,25;enp0s31f6;583;561
5;111;93.5;8;8,75;14,38;14,50;14,12;16,75;enp0s31f6;623;571
6;112;93.6;8;6,25;14,38;14,75;13,38;17,12;enp0s31f6;294;281
7;112;93.8;8;11,25;14,62;14,62;13,62;15,88;enp0s31f6;489;466
8;111;92.7;8;10,00;14,62;14,50;14,00;15,75;enp0s31f6;1074;991
9;113;94.7;8;8,75;14,62;14,75;14,00;15,75;enp0s31f6;0;0
10;113;94.5;8;10,00;16,62;16,12;14,25;20,12;enp0s31f6;0;0
