run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;12030062002;7076418955;1105066799;163192903;1.00;2172.00;15145.80;19.80;6.20;73.80;0.00;.23;76.97;1.50;1.36;1.85;1.00;2.00
2;12447395111;6997755424;1145641531;155883163;1.20;2562.00;12978.60;24.20;8.00;67.20;0.00;.26;68.63;2.17;1.56;1.88;1.20;2.00
3;13468540124;9226496011;1213282270;166072114;2.80;2763.40;13834.00;26.00;9.80;64.00;0.00;.39;64.01;3.12;2.12;2.06;2.80;2.00
4;13757548858;10004177915;1188694297;165583094;3.40;2827.80;15185.00;26.20;8.80;64.60;0.00;.33;68.29;3.61;2.45;2.17;3.40;4.00
5;14134974688;11635457449;1203333442;174611256;7.60;2810.80;15809.60;26.40;7.80;65.40;0.00;.36;70.30;2.23;2.37;2.18;7.60;1.20
6;14403889322;14296714475;1151633232;170328362;6.60;2865.20;15312.60;27.80;8.40;63.80;0.00;.13;58.20;4.14;2.79;2.33;6.60;2.80
7;15113506838;15247192472;1178901432;174482419;5.40;2841.20;15670.40;31.80;9.60;58.20;0.00;.29;59.82;2.54;2.60;2.31;5.40;2.60
8;16729437565;17244606260;1229973264;183189086;4.60;2804.60;15755.20;29.40;8.20;62.00;0.00;.26;65.19;3.39;2.78;2.40;4.60;1.20
9;16230491153;18338968955;1196132312;181243175;7.80;2793.00;16094.40;27.20;8.00;64.40;0.00;.29;66.32;3.11;2.85;2.45;7.80;1.00
10;174122871;115386652;7458085;570474;1.00;240.40;1032.20;5.80;1.40;92.40;0.00;0;99.93;1.12;2.32;2.30;1.00;1.00
