run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15603656;17244;395140;0;0;673;15237
2;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.14;0;15607604;17292;395144;0;0;669;15241
3;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15608832;17340;395176;0;0;667;15243
4;0,000000;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.07;0;15617936;17396;395164;0;0;661;15248
5;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.08;0;15610768;17460;395200;0;0;668;15241
6;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.07;0;15598752;17508;395140;0;0;672;15237
7;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15579264;17556;395160;0;0;685;15224
8;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.08;0;15593824;17604;395216;0;0;682;15227
9;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.07;0;15594420;17652;395184;0;0;684;15225
10;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.04;0.11;0;15583696;17700;395204;0;0;680;15229
