run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;78.2;65.6;8;8,75;14,50;14,88;14,00;17,25;enp0s31f6;2679;2412
2;107;90.1;8;3,75;14,88;14,62;14,12;16,75;enp0s31f6;1103;1018
3;109;91.2;8;6,25;14,88;14,75;14,00;17,50;enp0s31f6;2000;1933
4;109;91.2;8;6,25;15,12;15,12;14,00;17,62;enp0s31f6;1540;1536
5;107;89.9;8;6,25;16,12;15,12;14,00;17,62;enp0s31f6;1053;1031
6;109;91.1;8;8,75;15,00;15,25;13,88;18,75;enp0s31f6;1393;1399
7;109;91.7;8;8,75;15,62;14,62;13,88;16,88;enp0s31f6;1669;1688
8;107;89.4;8;11,25;15,12;87,00;14,12;263,88;enp0s31f6;5252;5202
9;109;91.8;8;6,25;14,25;14,75;13,75;17,50;enp0s31f6;1248;1233
10;108;91.0;8;8,75;14,50;14,88;14,12;16,50;enp0s31f6;1312;1280
