Method,Name,Error,Occurrences
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),1
GET,/Pedidos/296,RemoteDisconnected('Remote end closed connection without response'),8
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),1
