run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;19484891044;24638126614;560156485;117926500;2.80;1291.00;10013.00;8.60;12.80;78.40;0.00;.29;82.38;0.24;1.85;4.11;2.80;1.20
2;20516024410;24934260619;647226904;128222095;5.00;1151.80;8820.00;7.60;12.00;80.40;0.00;.23;82.24;1.23;1.87;3.96;5.00;1.00
3;19814864344;23827136689;639224114;124409983;2.00;1274.60;11558.60;8.40;12.00;79.20;0.00;.29;82.62;1.40;1.82;3.81;2.00;1.00
4;20030553865;24440935409;648558239;123929299;3.20;1220.80;9567.80;7.80;12.20;80.00;0.00;.29;81.32;0.92;1.62;3.61;3.20;1.00
5;20392159413;24806077119;637593540;125258831;4.00;1220.80;10322.00;8.20;11.80;79.60;0.00;.29;81.54;1.37;1.63;3.47;4.00;1.00
6;20159235807;25050222235;646530983;127264269;1.80;1366.80;11117.60;8.80;12.80;78.00;0.00;.26;81.27;1.92;1.69;3.35;1.80;1.40
7;19742739015;24334485932;630231958;123761311;1.20;1170.80;9422.20;7.60;11.40;80.40;0.00;.33;81.79;1.06;1.47;3.17;1.20;1.20
8;20267180381;25187760289;647323040;128210537;3.80;1273.60;11010.40;8.60;11.20;80.00;0.00;.29;82.76;1.51;1.54;3.08;3.80;1.00
9;20777751200;25899074545;672419026;131123703;5.00;1251.40;10094.00;9.00;11.80;78.80;0.00;.26;82.06;1.58;1.62;3.01;5.00;1.00
10;21415594485;26843416172;665687987;134107419;1.20;1555.80;14205.60;10.20;12.40;76.80;0.00;.19;80.23;1.01;1.48;2.87;1.20;1.00
