run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15488100;34956;459536;0;0;712;15123
2;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15478620;34996;459556;0;0;721;15114
3;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15475496;35052;459612;0;0;724;15111
4;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.08;0;15483136;35092;459540;0;0;716;15119
5;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15483252;35124;459564;0;0;717;15119
6;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15491132;35188;459576;0;0;709;15126
7;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.07;0;15482044;35228;459544;0;0;707;15128
8;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.06;0;15478852;35268;459548;0;0;722;15113
9;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15480284;35316;459564;0;0;720;15115
10;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15487300;35364;459600;0;0;714;15121
