run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;94.7;79.4;8;5,00;14,12;14,75;13,00;18,62;enp6s18;2390;2755
2;92.6;77.7;8;7,50;14,62;14,75;13,12;16,50;enp6s18;3536;4170
3;97.4;81.7;8;5,00;15,38;14,62;13,25;16,62;enp6s18;3644;4242
4;96.4;80.9;8;3,75;15,62;14,62;13,25;16,25;enp6s18;4135;4700
5;95.5;80.1;8;6,25;15,00;14,75;13,62;16,50;enp6s18;3208;3786
6;97.1;81.5;8;11,25;14,62;15,00;13,50;17,50;enp6s18;4909;5599
7;78.4;65.8;8;5,00;14,38;14,00;12,88;15,50;enp6s18;4674;5334
8;95.1;79.8;8;7,50;14,25;14,75;13,25;16,88;enp6s18;5466;6632
9;75.3;63.1;8;8,75;14,50;14,75;13,12;16,38;enp6s18;6127;7098
10;87.4;73.3;8;10,00;14,88;14,75;13,00;17,50;enp6s18;228;314
