run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;104;87.1;8;8,75;14,88;14,62;13,75;16,50;enp0s31f6;4448;4169
2;104;87.2;8;10,00;14,38;15,38;13,75;21,88;enp0s31f6;398;407
3;105;88.2;8;8,75;15,25;15,12;13,75;17,50;enp0s31f6;857;850
4;104;87.2;8;11,25;15,00;14,75;13,75;16,38;enp0s31f6;430;340
5;105;87.9;8;10,00;17,12;15,38;13,50;20,75;enp0s31f6;3825;3798
6;106;88.9;8;11,25;15,00;14,75;13,75;16,62;enp0s31f6;1345;1316
7;106;89.3;8;11,25;14,38;15,00;13,38;17,88;enp0s31f6;3401;3495
8;105;88.3;8;10,00;14,00;14,62;13,62;17,12;enp0s31f6;644;635
9;109;91.3;8;8,75;14,75;16,25;14,00;31,75;enp0s31f6;386;389
10;108;90.3;8;11,25;14,38;16,00;14,12;22,75;enp0s31f6;1719;1724
