run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;30.0;25.2;8;6,25;15,50;15,50;14,75;18,25;enp6s18;7183;8168
2;24.6;20.7;8;5,00;15,12;15,88;14,50;18,50;enp6s18;6866;7750
3;30.1;25.2;8;7,50;15,00;15,12;14,62;16,62;enp6s18;7937;9138
4;33.0;27.7;8;6,25;17,38;15,88;14,50;19,12;enp6s18;7406;8466
5;29.0;24.4;8;5,00;14,88;15,50;14,62;19,38;enp6s18;6885;7987
6;29.6;24.9;8;6,25;14,88;15,25;14,62;17,25;enp6s18;9331;10746
7;29.2;24.5;8;2,50;14,88;15,25;14,62;17,38;enp6s18;8147;9217
8;28.5;23.9;8;2,50;14,88;15,50;14,75;18,12;enp6s18;8584;9967
9;32.4;27.2;8;2,50;15,12;15,25;14,75;18,50;enp6s18;7767;8906
10;27.5;23.0;8;5,00;15,25;15,12;14,75;17,25;enp6s18;8218;9517
